"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","Uczelnia"
"23",23,400248722,"2024-01-25 14:48:33","2024-01-25 15:00:03","00:11:30","00:11:30","Filologia angielska","","Stacjonarne","Pierwszy","Trzeci","","","To jest uczelnia pierwszego wyboru","","Tak","Wojskowa Akademia Techniczna w Warszawie","Tak","6","","6","6","3","7","7","6",1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,"","Otwartość na wszystkich studentów","Kameralna wspólnota studentów","","Wysoki poziom nauczania","","","4","6","7","6","7","7","7","Trudno powiedzieć","2","6","7","7","7","7","4","Trudno powiedzieć","7","5","6","4","2","7","5","6","7","7","5","6","6","7","Wolę nie podawać","Zamość","Miasto 20 000-99 999 mieszkańców","lubelskie","Wykonuję umowy zlecenia, umowy o dzieło",0,0,1,0,0,0,0,"",0,"","PC",NA,NA,"","00:00:08","00:00:18","00:00:09","00:00:04","","","00:00:08","","00:00:04","00:00:19","00:00:16","","00:01:34","00:00:48","00:00:26","00:00:58","00:00:23","00:00:09","00:01:39","00:00:58","00:01:31","00:00:23","00:00:49","00:00:20","00:00:06","KUL"
"24",24,400248971,"2024-01-25 14:46:33","2024-01-25 15:02:25","00:15:52","00:15:52","Biotechnologia","","Stacjonarne","Pierwszy","Trzeci","","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Medyczny w Lublinie","Nie","","Tak","5","Zmiana niektórych prowadzących. Więcej żywego kontaktu ze sprzętem biotechnologicznym. Mniej teorii, wiecej praktyki Zapewnienie studentom większej przestrzeni wypoczynku typu: więcej ławek, stolików, automat z kawą. Wyposażenie pomieszczeń laboratoryjnych w nowsze sprzęty.","3","4","6","Nie jest to dla mnie istotne","Trudno powiedzieć","Trudno powiedzieć",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"","Na biotechnologii mało studentów dzięki czemu jest większy kontakt z prowadzącym bądź z wykonywanym doświadczeniem","Za dużo przedmiotów związanych z kościołem","Wysoki poziom","Moi znajomi tu studiują","Otwarty drugi nabór na mój kierunek","Dobra lokalizacja","4","5","7","3","2","7","7","Trudno powiedzieć","2","3","7","3","4","5","Trudno powiedzieć","6","1","3","5","Trudno powiedzieć","1","2","Trudno powiedzieć","Trudno powiedzieć","6","7","Trudno powiedzieć","5","6","Trudno powiedzieć","Kobieta","Siemiatycze","Miasto do 19 999 mieszkańców","podlaskie","Wykonuję umowy zlecenia, umowy o dzieło",0,1,0,0,0,0,0,"",0,"","Mobile",NA,NA,"android-app://com.google.android.gm/","00:00:08","00:00:11","00:00:06","00:00:03","","","00:00:14","00:00:13","00:00:06","","00:00:34","00:02:57","00:00:52","00:00:23","00:00:26","00:03:00","00:01:07","00:00:19","00:01:27","00:01:13","00:01:12","00:00:27","00:00:30","00:00:11","00:00:13","KUL"
"25",25,400249091,"2024-01-25 14:56:10","2024-01-25 15:03:23","00:07:13","00:07:13","Lingwistyka stosowana","","Stacjonarne","Drugi","","Pierwszy","","Chciałam/chciałem studiować na innej uczelni","H","Nie","","Tak","6","","4","6","7","2","1","3",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"","Dobro","Liczność","Wola","Miasto","Dom akademicki","Rozwój","3","6","6","5","3","5","7","6","4","1","5","4","5","5","5","7","6","4","6","6","3","3","7","5","7","7","6","5","4","5","Kobieta","Ukraina","Wieś","pomorskie","Nie pracuję",1,0,0,0,0,0,0,"",0,"","Mobile",NA,NA,"","00:00:13","00:00:15","00:00:05","","00:00:04","","00:00:05","00:00:05","00:00:03","","00:00:15","","00:00:33","00:00:24","00:00:20","00:00:20","00:00:31","00:00:03","00:00:51","00:01:18","00:00:40","00:00:28","00:00:34","00:00:04","00:00:02","KUL"
"26",26,400249310,"2024-01-25 14:53:02","2024-01-25 15:05:24","00:12:22","00:12:22","Filologia angielska","","Stacjonarne","Pierwszy","Drugi","","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Marii Curie-Skłodowskiej w Lublinie","Nie","","Tak","6","","7","7","7","7","7","7",0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,"","Atmosfera","Zaangażowanie","Organizacja","Atmosfera na uczelni","Kadra prowadzących","Poziom nauczania","6","5","6","7","6","6","4","5","5","5","6","6","6","5","5","5","4","6","6","Trudno powiedzieć","5","6","5","5","6","6","Trudno powiedzieć","6","Trudno powiedzieć","6","Kobieta","Wola Wrzeszczowska","Wieś","mazowieckie","Nie pracuję",0,1,1,0,0,0,0,"",0,"","Mobile",NA,NA,"","00:00:26","00:00:21","00:00:07","00:00:04","","","00:00:07","00:00:59","00:00:05","","00:00:28","","00:00:33","00:01:20","00:00:21","00:01:09","00:01:10","00:00:16","00:01:45","00:00:54","00:01:02","00:00:27","00:00:27","00:00:16","00:00:05","KUL"
"27",27,400249370,"2024-01-25 14:55:30","2024-01-25 15:05:58","00:10:28","00:10:28","Lingwistyka stosowana","","Stacjonarne","Drugi","","Drugi","","To jest uczelnia pierwszego wyboru","","Nie","","Nie","Nie wiem / trudno powiedzieć","Brak powiązania z ministrem Przemysławem Czarnkiem; lepsze wyniki uczelni w rankingach.","4","7","7","Nie jest to dla mnie istotne","7","Trudno powiedzieć",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,"","religijność","historia","tradycja","uczelnia znajduje się w mieście, w którym mieszkam od urodzenia","w ostatnim momencie zmieniłam plany z medycyny na lingwistykę, na innej uczelni w Lublinie wymagana była matura z dwóch języków obcych, której nie miałam, a na KUL-u z jednego języka","","Trudno powiedzieć","Trudno powiedzieć","5","6","Trudno powiedzieć","5","7","Trudno powiedzieć","1","Trudno powiedzieć","7","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","4","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","6","6","Trudno powiedzieć","Trudno powiedzieć","7","2","Trudno powiedzieć","Trudno powiedzieć","7","Kobieta","Lublin","Miasto 100 000-499 999 mieszkańców","lubelskie","Nie pracuję",1,0,0,0,0,0,0,"",0,"","PC",NA,NA,"","00:00:08","00:00:12","00:00:06","","00:00:06","","00:00:07","","00:00:04","","00:00:14","00:01:14","00:01:17","00:00:30","00:00:15","00:00:45","00:02:05","00:00:03","00:00:43","00:00:33","00:00:31","00:00:21","00:00:56","00:00:15","00:00:03","KUL"
"28",28,400249724,"2024-01-25 14:56:59","2024-01-25 15:09:31","00:12:32","00:12:32","Filologia angielska","","Stacjonarne","Drugi","","Pierwszy","","To jest uczelnia pierwszego wyboru","","Tak","Państwowa Akademia Nauk Stosownych w Krośnie","Tak","4","-Godziny zajęć. Zajęcia do godziny 20:45 to zdecydowanie za późno, zwłaszcza, gdy najwcześniejsze zajęcia mogą zaczynać się o 7:30.","3","6","6","Nie jest to dla mnie istotne","6","6",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,"","wiara","tradycja","dziedzictwo","kierunki","kadra","poziom nauczania","3","5","5","5","3","6","6","Trudno powiedzieć","2","2","6","5","4","5","Trudno powiedzieć","5","Trudno powiedzieć","4","5","Trudno powiedzieć","Trudno powiedzieć","5","5","5","5","5","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Kobieta","Sanok","Miasto 20 000-99 999 mieszkańców","podkarpackie","Nie pracuję",0,0,0,0,0,0,0,"",1,"","Mobile",NA,NA,"","00:00:23","00:00:13","00:00:05","","00:00:05","","00:00:06","","00:00:03","00:00:26","00:00:20","00:04:26","00:00:53","00:00:35","00:00:38","00:00:09","00:00:21","00:00:04","00:00:56","00:00:48","00:00:43","00:00:22","00:00:47","00:00:06","00:00:03","KUL"
"29",29,400249772,"2024-01-25 14:59:03","2024-01-25 15:09:57","00:10:54","00:10:54","Filologia angielska","","Stacjonarne","Pierwszy","Drugi","","","To jest uczelnia pierwszego wyboru","","Nie","","Tak","7. Wysoka satysfakcja","","5","6","7","7","Nie jest to dla mnie istotne","Trudno powiedzieć",1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,"","Życzliwi wykładowcy","Pozytywna atmosfera","Nowoczesna","Przyjazna atmosfera","Ciekawe przedmioty na wybranym kierunku","Odległość od miejsca zamieszkania","7","6","5","7","7","6","4","7","7","7","7","7","7","5","5","5","4","7","7","Trudno powiedzieć","Trudno powiedzieć","7","6","7","7","7","7","7","7","7","Kobieta","Kraśnik","Miasto 20 000-99 999 mieszkańców","lubelskie","Nie pracuję",1,1,1,0,0,0,0,"",0,"Mam poczucie, że dobrze wybrałam idąc na tą uczelnię. Jestem bardzo zadowolona ze studiów.","Mobile",NA,NA,"","00:00:17","00:00:12","00:00:05","00:00:02","","","00:00:05","","00:00:05","","00:00:22","","00:01:00","00:00:58","00:00:22","00:01:21","00:01:14","00:00:10","00:01:04","00:00:43","00:00:42","00:00:19","00:00:51","00:00:14","00:00:49","KUL"
"30",30,400250117,"2024-01-25 15:02:35","2024-01-25 15:13:32","00:10:57","00:10:57","Biotechnologia","","Stacjonarne","Pierwszy","Trzeci","","","To jest uczelnia pierwszego wyboru","","Nie","","Tak","Nie wiem / trudno powiedzieć","Nie wiem","6","5","5","6","6","5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","Duże finansowanie","Kościół akademicki","Nie wiem","Miasto","Polecenia od znajomych","Nie wiem","6","4","4","6","6","5","Trudno powiedzieć","Trudno powiedzieć","4","4","7","4","Trudno powiedzieć","6","6","2","6","5","5","5","Trudno powiedzieć","6","4","4","4","4","6","6","Trudno powiedzieć","6","Kobieta","Siemiatycze","Miasto do 19 999 mieszkańców","podlaskie","Nie pracuję",1,0,0,0,0,0,0,"",0,"","Mobile",NA,NA,"android-app://com.google.android.gm/","00:00:35","00:00:12","00:00:08","00:00:04","","","00:00:04","","00:00:03","","00:00:11","00:00:32","00:01:11","00:00:42","00:00:29","00:00:59","00:01:01","00:00:09","00:01:02","00:01:04","00:00:45","00:00:24","00:01:03","00:00:16","00:00:03","KUL"
"31",31,400252145,"2024-01-25 15:07:54","2024-01-25 15:35:09","00:27:15","00:27:15","Filologia angielska","","Stacjonarne","Pierwszy","Pierwszy","","","To jest uczelnia pierwszego wyboru","","Nie","","Tak","4","Raczej nic, personalne doświadczenia.","6","6","7","Nie jest to dla mnie istotne","Trudno powiedzieć","Trudno powiedzieć",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"","Możliwość studiowania na MISHU","Ładna palarnia","Brak warunków na PNJA","Miasto","Fakt, że to uniwersytet","Znajomości","4","5","6","6","5","4","5","2","5","3","5","5","5","6","5","3","6","4","6","4","2","6","6","6","5","6","7","7","7","5","Mężczyzna","Garwolin","Miasto do 19 999 mieszkańców","mazowieckie","Nie pracuję",0,0,0,0,0,1,0,"",0,"","PC",NA,NA,"","00:00:12","00:00:24","00:00:09","00:00:04","","","00:00:08","","00:00:04","","00:00:20","00:00:42","00:00:40","00:00:38","00:00:29","00:01:32","00:00:37","00:00:03","00:00:53","00:00:40","00:00:44","00:00:43","00:17:54","00:00:10","00:00:09","KUL"
"32",32,400253318,"2024-01-25 15:41:56","2024-01-25 15:48:15","00:06:19","00:06:19","Biotechnologia","","Stacjonarne","Pierwszy","Pierwszy","","","To jest uczelnia pierwszego wyboru","","Nie","","Tak","5",".","6","6","6","5","7","5",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,"","Przyjazna","Trafycyjna","Miła atmosfera","Wyposażenie","Opinia ogólna","Jak studenci postrzegają uczelnię","6","5","5","7","5","4","3","4","4","3","3","3","4","6","6","6","6","6","6","5","5","5","5","6","6","6","5","6","5","5","Mężczyzna","Beszowa","Wieś","świętokrzyskie","Nie pracuję",1,0,1,0,0,0,0,"",0,".","Mobile",NA,NA,"http://m.facebook.com/","00:00:07","00:00:10","00:00:09","00:00:03","","","00:00:04","","00:00:03","","00:00:14","00:00:08","00:00:52","00:00:13","00:00:13","00:00:36","00:00:34","00:00:04","00:00:58","00:00:36","00:00:15","00:00:13","00:00:33","00:00:08","00:00:06","KUL"
"33",33,400253930,"2024-01-25 15:43:48","2024-01-25 15:55:05","00:11:17","00:11:17","Biotechnologia","","Stacjonarne","Pierwszy","Pierwszy","","","Chciałam/chciałem studiować na innej uczelni","Umcs","Nie","","Tak","5","Doświadczenia przeprowadzane w laboratoriach mimo iż są ciekawe wydają się mało przydatne w przyszłości","5","4","6","Nie jest to dla mnie istotne","5","6",1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"","Rozwinięta biotechnologia","Nowoczesny budynek medyczny","Uczenia katolicka","Dostępność","Wiele kierunków","Przyjazne miejsce","4","6","4","5","4","4","3","4","5","4","4","4","4","2","5","3","4","4","4","3","6","2","3","4","3","5","2","3","4","6","Mężczyzna","Ostrowiec","Miasto 20 000-99 999 mieszkańców","świętokrzyskie","Nie pracuję",0,0,0,0,0,0,0,"",1,"","Mobile",NA,NA,"","00:00:13","00:00:12","00:00:07","00:00:09","","","00:00:25","00:00:07","00:00:07","","00:00:19","00:01:25","00:00:46","00:01:09","00:00:27","00:01:22","00:01:00","00:00:04","00:01:45","00:00:12","00:00:14","00:00:08","00:00:30","00:00:23","00:00:13","KUL"
"34",34,400254593,"2024-01-25 15:54:32","2024-01-25 16:02:32","00:08:00","00:08:00","Biotechnologia","","Stacjonarne","Pierwszy","Pierwszy","","","To jest uczelnia pierwszego wyboru","","Tak","Uniwersytet medyczny w Lublinie","Tak","6","","5","4","4","6","6","5",1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,"","Wspólnota","Religia","Spokój","Pomoc","Stypendium","Miejsce","Trudno powiedzieć","6","Trudno powiedzieć","5","6","4","4","4","4","5","6","6","Trudno powiedzieć","5","Trudno powiedzieć","5","6","5","5","7","Trudno powiedzieć","6","Trudno powiedzieć","Trudno powiedzieć","5","5","Trudno powiedzieć","Trudno powiedzieć","6","Trudno powiedzieć","Kobieta","Tomaszów Lubelski","Miasto 20 000-99 999 mieszkańców","lubelskie","Pracuję, ale nie mam umowy",1,0,0,0,0,0,0,"",0,"","Mobile",NA,NA,"http://m.facebook.com/","00:00:16","00:00:12","00:00:05","00:00:03","","","00:00:09","","00:00:05","00:00:11","00:00:18","","00:01:00","00:00:38","00:00:23","00:00:39","00:00:24","00:00:07","00:01:03","00:00:35","00:00:44","00:00:21","00:00:34","00:00:09","00:00:04","KUL"
"35",35,400255418,"2024-01-25 15:40:34","2024-01-25 16:11:39","00:31:05","00:31:05","Biotechnologia","","Stacjonarne","Pierwszy","Pierwszy","","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Medyczny w Lublinie","Nie","","Tak","4","Wyższa liczba osób na kierunku świadcząca o wybieralności przez studentów właśnie tej uczelni ze względu na osiągnięcia , renomę etc. Aktualnie ani kierunek ani uczelnia KUL i jej Wydział Medyczny praktycznie w ogóle nie są znane, dlatego też nie są polecane. Uczelnia zbyt mocno kojarzy się z naukami humanistycznymi, teologicznymi. Myślę, że powinien być większy nacisk na promocję Wydziału Medycznego np. zorganizowanie wydarzenia, czy uczestnictwo osób z Wydziału Medycznego w konferencjach, forach  na innych uczelniach. Moja satysfakcja będzie wyższa, jeśli urządzenia znajdujące sie w salach ćwiczeniowych nie będą z zeszłego stulecia lub będą po prostu działały, w tej chwili korzystając z niektórych urządzeń nie można odczytać realistycznego, miarodajnego wyniku. Gastronomia. Restauracja znajdująca się w pobliżu WM ceny z kosmosu, podejrzewam, że w centrum zapłacę podobnie i zjem lepszej jakości posiłek czekajac krocej, ale do sedna, to nie są ceny studenckie, zniżki są respektowane jeśli się upomnisz. Żenada. Poza tym potencjał jest, tylko niewykorzystany, duży plus dla prowadzących.","3","7","7","7","7","Trudno powiedzieć",1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,"","Szacunek do studenta","Przychylność wobec studenta","Wartości","Bliskość miejsca zamieszkania","Kierunki medyczne","Powstanie kierunku lekarskiego","6","5","5","Trudno powiedzieć","6","7","7","Trudno powiedzieć","3","7","7","7","7","7","5","5","7","6","7","Trudno powiedzieć","Trudno powiedzieć","7","6","7","6","7","5","7","7","7","Kobieta","Radom okolice","Wieś","mazowieckie","Nie pracuję",1,1,1,0,0,0,0,"",0,"Skoncentrowana na zmianie , aby zdobyć przychylność studentów. Duży plus.","Mobile",NA,NA,"","00:00:23","00:00:10","00:00:10","00:00:04","","","00:00:02","00:00:21","00:00:04","","00:00:18","00:16:08","00:00:55","00:00:48","00:00:32","00:02:17","00:00:56","00:00:04","00:02:08","00:00:53","00:01:15","00:01:14","00:01:02","00:00:15","00:01:06","KUL"
"36",36,400256159,"2024-01-25 15:52:36","2024-01-25 16:19:59","00:27:23","00:27:23","Biotechnologia","","Stacjonarne","Drugi","","Pierwszy","","To jest uczelnia pierwszego wyboru","","Tak","Uniwersytet medyczny","Tak","5","Mniej nieistotnych prac, sprawozdań i niektórych przedmiotów.","6","6","6","6","6","6",1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"","Katolicki charakter","Współpraca z organizacjami, firmami","Duża rozpiętość tematyki kierunków kształcenia","Lokalizacja","Realizowane na kierunku przedmioty","Infrastruktura badwczo dydaktyczna","6","4","5","6","3","3","7","Trudno powiedzieć","5","6","7","6","Trudno powiedzieć","4","6","3","7","5","6","5","1","6","5","5","6","6","7","6","Trudno powiedzieć","Trudno powiedzieć","Wolę nie podawać",".","Wieś","lubelskie","Wolę nie odpowiadać",1,0,1,0,0,0,0,"",0,"Poza pojedynczymi przedmiotami, na co dzień nie czuje się, iż jest to uszczelnia katolicka. Różne ankiety ns uczelni świadczą o chęci poprawienia jakości jej kształcenia i funkcjonowania.","Mobile",NA,NA,"android-app://com.google.android.gm/","00:01:17","00:00:13","00:00:06","","00:00:04","","00:00:11","","00:00:04","00:00:14","00:00:34","00:01:06","00:01:34","00:01:00","00:00:55","00:07:23","00:01:40","00:00:28","00:02:50","00:01:23","00:01:22","00:00:37","00:00:32","00:00:27","00:03:23","KUL"
"37",37,400256450,"2024-01-25 16:12:19","2024-01-25 16:23:17","00:10:58","00:10:58","Filologia angielska","","Stacjonarne","Pierwszy","Trzeci","","","Chciałam/chciałem studiować na innej uczelni","UW","Nie","","Tak","7. Wysoka satysfakcja","","5","6","7","6","Nie jest to dla mnie istotne","Nie jest to dla mnie istotne",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"","Przyjazny","Katolicki","Spokojny","Odległość od domu","Opis kierunku","Opinie o kierunku","5","6","6","6","6","7","6","7","6","6","7","7","6","7","6","4","7","5","6","4","4","6","4","7","7","7","Trudno powiedzieć","6","Trudno powiedzieć","Trudno powiedzieć","Kobieta","Piaseczno","Miasto 20 000-99 999 mieszkańców","mazowieckie","Wykonuję umowy zlecenia, umowy o dzieło",1,1,1,0,0,0,0,"",0,"","Mobile",NA,NA,"","00:00:36","00:00:13","00:00:07","00:00:09","","","00:00:12","00:00:09","00:00:05","","00:00:15","","00:01:07","00:00:50","00:00:23","00:01:19","00:00:28","00:00:10","00:01:21","00:01:01","00:01:09","00:00:27","00:00:39","00:00:15","00:00:03","KUL"
"38",38,400257575,"2024-01-25 16:24:08","2024-01-25 16:35:20","00:11:12","00:11:12","Filologia angielska","","Stacjonarne","Drugi","","Pierwszy","","To jest uczelnia pierwszego wyboru","","Tak","PAŃSTWOWA AKADEMIA NAUK STOSOWANYCH W CHEŁMIE","Tak","3","Szacunek do studenta
Przedmioty dostosowane do przyszłości zawodowej","4","3","2","6","4","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"","nie ma","nie ma","nie zasługuje","nie ma","nie ma","nie ma","1","7","7","7","1","Trudno powiedzieć","7","1","1","Trudno powiedzieć","7","Trudno powiedzieć","Trudno powiedzieć","1","1","7","4","2","2","2","2","1","6","1","6","6","7","6","7","7","Wolę nie podawać","","Miasto do 19 999 mieszkańców","pomorskie","Wykonuję umowy zlecenia, umowy o dzieło",0,0,0,0,0,0,0,"",1,"","PC",NA,NA,"","00:00:19","00:00:15","00:00:26","","00:00:35","","00:00:16","","00:00:08","00:00:29","00:01:41","00:02:03","00:00:49","00:00:37","00:00:30","00:00:17","00:00:19","00:00:03","00:00:39","00:00:25","00:00:31","00:00:17","00:00:24","00:00:13","00:00:04","KUL"
"39",39,400258916,"2024-01-25 16:35:53","2024-01-25 16:51:01","00:15:08","00:15:08","Pielęgniarstwo","","Stacjonarne","Pierwszy","Pierwszy","","","Chciałam/chciałem studiować na innej uczelni","Uniwersytet Medyczny w Lublinie","Nie","","Tak","4","Po powrocie do domu jestem wykończona. Zaczynam zajęcia rano, a kończę późno, mimo, że nie zawsze mam wiele zajęć w tym dniu, a spowodowane jest to okienkami - nieraz zdarzyło się, że miałam 6 godzinne okienko.","6","6","6","Nie jest to dla mnie istotne","Trudno powiedzieć","Trudno powiedzieć",1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,"","Duchowieństwo","Zajęcia praktyczne","Status uczelni badawczej","Dostępny kierunek studiów, który chciałam studiować.","Lokalizacja.","","Trudno powiedzieć","7","7","7","Trudno powiedzieć","Trudno powiedzieć","7","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","7","Trudno powiedzieć","Trudno powiedzieć","5","Trudno powiedzieć","Trudno powiedzieć","7","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","7","7","7","7","7","Trudno powiedzieć","Trudno powiedzieć","Trudno powiedzieć","7","Kobieta","Bełżyce","Miasto do 19 999 mieszkańców","lubelskie","Nie pracuję",0,0,0,0,0,0,0,"",1,"","PC",NA,NA,"","00:00:07","00:00:18","00:00:08","00:00:07","","","00:00:13","00:00:58","00:00:09","","00:00:18","00:04:06","00:00:52","00:00:41","00:00:35","00:01:01","00:01:18","00:00:15","00:01:07","00:00:41","00:00:37","00:00:36","00:00:46","00:00:10","00:00:05","KUL"
